ID Item Inventaire;Item;Category;Type TVA;Lettre Fiscale;Taux de TVA en %;InventoryQty;UsageQty;BuyingCost;Conditionnement;Unité inventaire;Unité usage;Code Fournisseur;Fournisseur;
11749;PCK FF x3P MSC 15;PAPERCOST;A TVA 21% (ii);A;21;1000;1;9.14;COLIS;PIECE;PIECE;1072;BIDVEST;
11750;CUP MIX MANIA 15;PAPERCOST;A TVA 21% (ii);A;21;20;37;26.43;COLIS;SACHET;PIECE;1017;BIDVEST;
11751;KIT NETT.FRITEUSES;003;A TVA 21% (ii);A;21;1;1;37.89;PIECE;PIECE;PIECE;1430;BIDVEST;
11752;PADS KIT NETT. FRITE;003;A TVA 21% (ii);A;21;10;1;30.59;COLIS;PIECE;PIECE;1432;BIDVEST;
11694;[PRI.MT DC BATMAN;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;878;BIDVEST;
11695;[PRI.MT DC BATGIRL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;881;BIDVEST;
11696;[PRI.MB DC SUPERMAN;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;670;BIDVEST;
11697;[PRI.MB DC BATMAN;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;678;BIDVEST;
11698;[PRI.MB DC FLASH;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;730;BIDVEST;
11699;[PRI.MB DC GREENLANT;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;731;BIDVEST;
11700;[PRI.MB DC ROBIN;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;732;BIDVEST;
11701;[PRI.MB DC WONDERW;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;733;BIDVEST;
11702;[PRI.MB DC BATGIRL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;734;BIDVEST;
11703;[PRI.MB DC SUPERGIRL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;735;BIDVEST;
11704;[PRI.MB DC HAWKGIRL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;736;BIDVEST;
11705;[PRI.MB DC KRYPTO;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;739;BIDVEST;
11706;[GLASS DCC BATMAN;PRIMES;A TVA 21% (ii);A;21;48;1;0.01;COLIS;PIECE;PIECE;1179;BIDVEST;
11707;[GLASS DCC SUPERMAN;PRIMES;A TVA 21% (ii);A;21;50;1;0.01;COLIS;PIECE;PIECE;1180;BIDVEST;
11708;[GLASS DCC WONDERW;PRIMES;A TVA 21% (ii);A;21;48;1;0.01;COLIS;PIECE;PIECE;1183;BIDVEST;
11709;[GLASS DCC FLASH;PRIMES;A TVA 21% (ii);A;21;48;1;0.01;COLIS;PIECE;PIECE;1184;BIDVEST;
11710;[GLASS DCC GREENLANT;PRIMES;A TVA 21% (ii);A;21;48;1;0.01;COLIS;PIECE;PIECE;1185;BIDVEST;
11711;[PHILADELPHIA CHEESY;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;8;94;44.11;COLIS;SACHET;PIECE;1133;BIDVEST;
11712;[CRUMBLE AARDBEI;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;48;1;16.83;COLIS;PIECE;PIECE;1067;BIDVEST;
11713;[PCK DCC ORANGE;PAPERCOST;A TVA 21% (ii);A;21;6;150;53.5;COLIS;SACHET;PIECE;1064;BIDVEST;
11714;POMPE SIROP LAVAZZA;003;A TVA 21% (ii);A;21;1;1;2.39;PIECE;PIECE;PIECE;8464;BIDVEST;
11715;PCK CHURROS 15;PAPERCOST;A TVA 21% (ii);A;21;500;1;26.97;COLIS;PIECE;PIECE;1306;BIDVEST;
11716;PCK DIPS4 15;PAPERCOST;A TVA 21% (ii);A;21;1000;1;6.07;COLIS;PIECE;PIECE;1310;BIDVEST;
11717;PCK DIPS 7/10 15;PAPERCOST;A TVA 21% (ii);A;21;2000;1;38.53;COLIS;PIECE;PIECE;1308;BIDVEST;
11718;PCK WINGS/5 15 ;PAPERCOST;A TVA 21% (ii);A;21;1000;1;19.27;COLIS;PIECE;PIECE;1307;BIDVEST;
11719;PCK FISH MSC 15;PAPERCOST;A TVA 21% (ii);A;21;6;150;38.22;COLIS;SACHET;PIECE;358;BIDVEST;
11720;KDO PLAYMO GORILLES;003;A TVA 21% (ii);A;21;4;1;45.62;COLIS;PIECE;PIECE;1288;BIDVEST;
11721;PCK FF QBOX 15;PAPERCOST;A TVA 21% (ii);A;21;200;1;12.48;COLIS;PIECE;PIECE;934;BIDVEST;
11722;PCK GIANT BE 15;PAPERCOST;A TVA 21% (ii);A;21;6;150;38.22;COLIS;SACHET;PIECE;357;BIDVEST;
11723;PCK SUPR CHEESE 15;PAPERCOST;A TVA 21% (ii);A;21;6;125;38.51;COLIS;SACHET;PIECE;359;BIDVEST;
11724;PCK CHICKEN FILET 15;PAPERCOST;A TVA 21% (ii);A;21;6;150;38.22;COLIS;SACHET;PIECE;360;BIDVEST;
11725;PCK FF PARTY BOX 15;PAPERCOST;A TVA 21% (ii);A;21;4;100;69.09;COLIS;SACHET;PIECE;1074;BIDVEST;
11726;SAC MTOP 2015;PAPERCOST;A TVA 21% (ii);A;21;500;1;30.4;COLIS;PIECE;PIECE;352;BIDVEST;
11727;WRAP HAM 2015;PAPERCOST;A TVA 21% (ii);A;21;1000;1;9.44;COLIS;PIECE;PIECE;367;BIDVEST;
11728;WRAP CHEESE 2015;PAPERCOST;A TVA 21% (ii);A;21;1000;1;9.39;COLIS;PIECE;PIECE;368;BIDVEST;
11729;[PRI. MB MARSU CAHIE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1030;BIDVEST;
11730;[PRI. MB MARSU PAPET;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1032;BIDVEST;
11731;[PRI. MB MARSU ECRIT;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1113;BIDVEST;
11732;[PRI. MB MARSU TROUS;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1116;BIDVEST;
11733;[PRI. MT BD1 MARS FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;869;BIDVEST;
11734;[PRI. MT BD2 MARS FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;870;BIDVEST;
11735;[PRI. MT BD1 MARS NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;994;BIDVEST;
11736;[PRI. MT BD2 MARS NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1125;BIDVEST;
11737;FISH N DIPS 21G MSC;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;5;53;26.08;COLIS;SACHET;PIECE;1085;BIDVEST;
11599;[TEST WRAP WRAPS;PAPERCOST;A TVA 21% (ii);A;21;1000;1;22.23;COLIS;PIECE;PIECE;355;BIDVEST;
11600;[PRI.MB PAN DINO1;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;856;BIDVEST;
11601;[PRI.MB PAN DINO2 ;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;857;BIDVEST;
11602;[PRI.MB PAN DINO3;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;858;BIDVEST;
11603;[PRI.MB PAN DINO4;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;859;BIDVEST;
11604;[PRI.MB PAN HORS1;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;860;BIDVEST;
11605;[PRI.MB PAN HORS2;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;861;BIDVEST;
11606;[PRI.MB PAN HORS3;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;862;BIDVEST;
11607;[PRI.MB PAN HORS4;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;863;BIDVEST;
11608;[PRI.MT PAN NG1;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;864;BIDVEST;
11609;[PRI.MT PAN NG2;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;865;BIDVEST;
11610;[PRI.MB PAN DINO1NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;928;BIDVEST;
11611;[PRI.MB PAN DINO2NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;931;BIDVEST;
11612;[PRI.MB PAN HORS1NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;938;BIDVEST;
11613;[PRI.MT PAN NG1 NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;745;BIDVEST;
11614;[PRI.MT PAN NG2 NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;746;BIDVEST;
11615;COL QMAX LV;PAPERCOST;A TVA 21% (ii);A;21;500;1;9.66;COLIS;PIECE;PIECE;771;BIDVEST;
11616;PCK FRITE MED 15;PAPERCOST;A TVA 21% (ii);A;21;1250;1;26.3;COLIS;PIECE;PIECE;345;BIDVEST;
11617;PCK FRITE MAXI 15;PAPERCOST;A TVA 21% (ii);A;21;1000;1;26.6;COLIS;PIECE;PIECE;346;BIDVEST;
11618;[PRI.MB PLYM FEE RED;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;654;BIDVEST;
11619;[PRI.MB PLYM FEE BL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;655;BIDVEST;
11620;[PRI.MB PLYM FEE GR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;656;BIDVEST;
11621;[PRI.MB PLYM FEE YE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;657;BIDVEST;
11622;[PRI.MB PLYM FEE PNK;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;658;BIDVEST;
11623;[PRI.MB PLYM FEE PUR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;659;BIDVEST;
11624;[PRI.MB PLYM K RED;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;672;BIDVEST;
11625;[PRI.MB PLYM K BLACK;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;673;BIDVEST;
11626;[PRI.MB PLYM K GOLD;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;674;BIDVEST;
11627;[PRI.MB PLYM K YEL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;675;BIDVEST;
11628;[PRI.MB PLYM K BLUE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;676;BIDVEST;
11629;[PRI.MB PLYM K GREEN;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;677;BIDVEST;
11630;[PRI.MT PLYM BK1 FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;847;BIDVEST;
11631;[PRI.MT PLYM BK2 FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;848;BIDVEST;
11632;[PRI.MT PLYM BK3 FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;854;BIDVEST;
11633;[PRI.MT PLYM BK4 FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;855;BIDVEST;
11634;[PRI.MT PLYM BK1 NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;943;BIDVEST;
11635;[PRI.MT PLYM BK2 NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;945;BIDVEST;
11636;[PRI.MT PLYM BK3 NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;955;BIDVEST;
11637;[PRI.MT PLYM BK4 NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;970;BIDVEST;
11638;TOMATES RONDELLE DEP;NOURRITURE U-F;C TVA 6% (ii);C;6;4;36;5.35;COLIS;BARQUETTE;PIECE;337;BIDVEST;
11639;ANNIV FRIANDISE 15;NOURRITURE SEC;C TVA 6% (ii);C;6;300;1;42.55;COLIS;PIECE;PIECE;986;BIDVEST;
11640;BADGE ENCADREMENT NQ;003;A TVA 21% (ii);A;21;10;1;17.12;COLIS;PIECE;PIECE;1012;BIDVEST;
11641;PCK FRITE SMALL 15;PAPERCOST;A TVA 21% (ii);A;21;1000;1;19.25;COLIS;PIECE;PIECE;349;BIDVEST;
11642;[PLAC FIN D'ANNEE FR;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;875470;BIDVEST;
11643;[PLAC HOT DRINKS FR;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;875471;BIDVEST;
11644;[PLAC NIEUWJAAR NL;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;875472;BIDVEST;
11645;[PLAC 4;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;875473;BIDVEST;
11646;[PLAC 5;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;875474;BIDVEST;
11647;[PLAC 6;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;875475;BIDVEST;
11648;[PLAC 7;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;875379;BIDVEST;
11649;KAY WC TABS 2015;003;A TVA 21% (ii);A;21;130;1;94.99;COLIS;PIECE;PIECE;950;BIDVEST;
11650;YOP 180GR 15;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;24;1;6.24;COLIS;PIECE;PIECE;988;BIDVEST;
11651;MINI YOP 100GR 15;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;24;1;5.1;COLIS;PIECE;PIECE;989;BIDVEST;
11652;YAOURT FRAISE 15;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;12;1;5.17;COLIS;PIECE;PIECE;1094;BIDVEST;
11653;KDO PLAYMO PANDAS;003;A TVA 21% (ii);A;21;4;1;40.72;COLIS;PIECE;PIECE;1013;BIDVEST;
11656;CUP BBQ SOREAL15;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;416;1;24.85;COLIS;PIECE;PIECE;1066;BIDVEST;
11657;CHEESE PECAN SALAD;NOURRITURE U-F;C TVA 6% (ii);C;6;4;1;8.02;COLIS;PIECE;PIECE;1112;BIDVEST;
11658;SIDE SALAD PP15;NOURRITURE U-F;C TVA 6% (ii);C;6;8;1;7.11;COLIS;PIECE;PIECE;1121;BIDVEST;
11659;VINAIG.CIBOULETTE;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;140;1;18.26;COLIS;PIECE;PIECE;1087;BIDVEST;
11660;VINAIG.CITRON OLIVE;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;140;1;18.91;COLIS;PIECE;PIECE;1088;BIDVEST;
11661;[PRI.MB NT SAI NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;974;BIDVEST;
11662;[PRI. MB NT BAND NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;980;BIDVEST;
11663;[PRI.MT DUCOBU FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;845;BIDVEST;
11664;[PRI.MT SPIROU FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;867;BIDVEST;
11665;[PRI.MT GARFIELD FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;868;BIDVEST;
11666;[PRI.MT KL ROBBE NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;992;BIDVEST;
11667;[PRI.MT DOKUS NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;991;BIDVEST;
11668;[PRI. MT GERFIELD NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;993;BIDVEST;
11669;[PCK FF PARTY BOX;PAPERCOST;A TVA 21% (ii);A;21;400;1;70.04;COLIS;PIECE;PIECE;8538;BIDVEST;
11670;VINAIG.BALSAMICO;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;140;1;19.04;COLIS;PIECE;PIECE;1054;BIDVEST;
11672;BADGE CREW NQ ;003;A TVA 21% (ii);A;21;10;1;2.29;COLIS;PIECE;PIECE;1079;BIDVEST;
11673;PCK GIANT LUX 15;PAPERCOST;A TVA 21% (ii);A;21;6;150;38.22;COLIS;SACHET;PIECE;1043;BIDVEST;
11674;PCK QNT NQ 15;PAPERCOST;A TVA 21% (ii);A;21;6;140;36.67;COLIS;SACHET;PIECE;1044;BIDVEST;
11675;[TEST SLEEVE SBC1475;PAPERCOST;A TVA 21% (ii);A;21;1475;1;97.5;COLIS;PIECE;PIECE;1026;BIDVEST;
11676;PASTA BACON SALAD;NOURRITURE U-F;C TVA 6% (ii);C;6;4;1;8.85;COLIS;PIECE;PIECE;1114;BIDVEST;
11677;[PRI.MB NT NUNCHA FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;651;BIDVEST;
11678;[PRI.MB NT BO FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;650;BIDVEST;
11679;[PRI.MB NT KATANA FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;649;BIDVEST;
11680;[PRI.MBMM SET RINGS ;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;668;BIDVEST;
11681;[PRI.MB MM BAND;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;667;BIDVEST;
11682;[PRI.MB MM SET HORS;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;666;BIDVEST;
11683;[PRI.MB MM BAG;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;665;BIDVEST;
11684;[PRI.MB MM WATCH;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;664;BIDVEST;
11685;[PRI.MB NT SAI FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;652;BIDVEST;
11686;[PRI.MB NT BAND FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;653;BIDVEST;
11687;[PRI MB NT KATANA NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;971;BIDVEST;
11688;[PRI.MB NT BO NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;972;BIDVEST;
11689;[PRI.MB NT NUNCHA NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;973;BIDVEST;
11690;[PRI.MT DC GREENLANT;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;879;BIDVEST;
11691;[PRI.MT DC WONDERW;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;880;BIDVEST;
11692;[PRI.MT DC SUPERMAN;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;877;BIDVEST;
11800;KAY AIR FRESHENER ;003;A TVA 21% (ii);A;21;1;1;31.73;COLIS;PIECE;PIECE;1534;BIDVEST;
11801;KAY RECH.FRESHENER;003;A TVA 21% (ii);A;21;4;1;40.84;PIECE;PIECE;PIECE;1535;BIDVEST;
11802;TEA MINT LIPTON 15;NOURRITURE SEC;C TVA 6% (ii);C;6;6;25;14.2;COLIS;BARQUETTE;PIECE;1510;BIDVEST;
11803;[PRI.MB MAJ RENAULT;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1142;BIDVEST;
11804;[PRI.MB MAJ PORSCHE1;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1147;BIDVEST;
11805;[PRI.MB MAJ PORSCHE2;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1148;BIDVEST;
11806;[PRI.MB MAJ LAMBORG;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1149;BIDVEST;
11807;[PRI.MB MAJ LAMBORG;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1168;BIDVEST;
11808;[PRI.MB MAJ LAMBORG;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1216;BIDVEST;
11809;[PRI.MB MH BRACELET;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1217;BIDVEST;
11810;[PRI.MB MH COLLIER;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1218;BIDVEST;
11811;[PRI.MB MH RING;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1219;BIDVEST;
11812;[PRI.MB MH SET HAIR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1220;BIDVEST;
11813;[PRI.MT HASBRO BAT;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1272;BIDVEST;
11814;[PRI.MT HASBRO PICT;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1273;BIDVEST;
11815;TEST ANV-CUP CAKES;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;5;12;18.47;COLIS;SACHET;PIECE;1164;BIDVEST;
11816;SEMELLE PATISSERIE;PAPERCOST;A TVA 21% (ii);A;21;2;300;16.43;COLIS;SACHET;PIECE;1428;BIDVEST;
11817;TEST ANV-POCH KIDS;003;A TVA 21% (ii);A;21;100;1;0.01;COLIS;PIECE;PIECE;1552;BIDVEST;
11818;TEST ANV-PLAC UNI;003;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;1578;BIDVEST;
11819;TEST ANV-PLAC MIXTE;ACHATS DIRECTS;C TVA 6% (ii);C;6;1000;1;15.81;COLIS;PIECE;PIECE;1553;BIDVEST;
11820;TEST ANV-DISPLAY CC;003;A TVA 21% (ii);A;21;25;1;36.12;COLIS;PIECE;PIECE;1554;BIDVEST;
11821;[PCK CAR GIR MARON;PAPERCOST;A TVA 21% (ii);A;21;6;110;28.02;COLIS;SACHET;PIECE;8061;BIDVEST;
11822;GANT S ANTIHOT TUCK;003;A TVA 21% (ii);A;21;1;1;22.05;COLIS;PIECE;PIECE;173;BIDVEST;
11823;GANT M ANTIHOT TUCK;003;A TVA 21% (ii);A;21;1;1;22.05;COLIS;PIECE;PIECE;174;BIDVEST;
11824;GANT L ANTIHOT TUCK;003;A TVA 21% (ii);A;21;1;1;22.05;PIECE;PIECE;PIECE;175;BIDVEST;
11825;TEST ANV KIT DECO CC;NOURRITURE SEC;C TVA 6% (ii);C;6;12;1;68.02;COLIS;PIECE;PIECE;1475;BIDVEST;
11778;[PRI.MT PLAYMO PUZ V;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1169;BIDVEST;
11779;[PRI.MT PLAYMO PUZ F;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1170;BIDVEST;
11780;[PRI.MT PLAYMO PUZ Z;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1171;BIDVEST;
11781;[PRI.MT PLAYMO PUZ S;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1175;BIDVEST;
11782;[PRI.MB PLAYMO FL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;883;BIDVEST;
11783;[PRI.MB PLAYMO S;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;884;BIDVEST;
11784;[PRI.MB PLAYMO L;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;886;BIDVEST;
11785;[PRI.MB PLAYMO O;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;888;BIDVEST;
11786;[PRI.MB PLAYMO L;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;890;BIDVEST;
11787;[PRI.MB PLAYMO P;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;892;BIDVEST;
11788;[PRI.MB PLAYMO SUR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;893;BIDVEST;
11789;[PRI.MB PLAYMO K;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;894;BIDVEST;
11790;CHEESY TRIO WINTER;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;10;100;67.49;COLIS;SACHET;PIECE;1258;BIDVEST;
11849;PATE A TARTINE CHOCO;NOURRITURE SEC;C TVA 6% (ii);C;6;120;1;13.67;COLIS;PIECE;PIECE;1165;BIDVEST;
11850;TEST ANV HOUSSE PARA;003;A TVA 21% (ii);A;21;1;1;0.01;PIECE;PIECE;PIECE;1461;BIDVEST;
11851;TEST ANV ST MASQ SAF;003;A TVA 21% (ii);A;21;16;1;2.13;COLIS;PIECE;PIECE;11;BIDVEST;
11852;TEST ANV MASQ SAF;003;A TVA 21% (ii);A;21;15;1;2.97;COLIS;PIECE;PIECE;1368;BIDVEST;
11853;TEST ANV ST MASQ HER;003;A TVA 21% (ii);A;21;16;1;2.13;COLIS;PIECE;PIECE;1443;BIDVEST;
11854;[PLAC G1;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;875397;BIDVEST;
11855;TRACEL BLUE 16;003;A TVA 21% (ii);A;21;10;50;20.31;COLIS;SACHET;PIECE;1698;BIDVEST;
11856;TRACEL RED 16;003;A TVA 21% (ii);A;21;10;50;20.31;COLIS;SACHET;PIECE;1700;BIDVEST;
11857;TRACEL GREEN 16;003;A TVA 21% (ii);A;21;10;50;20.31;COLIS;SACHET;PIECE;1699;BIDVEST;
11858;[PRI.MB DEP J.PUCES;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;1211;BIDVEST;
11859;[PRI.MB DEP DOMINOS;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;1212;BIDVEST;
